GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
132720       4  113061553  113115237    109      15  150064       0.1439      0.44279
55435        4  113147893  113196211     77      10  150064         0.12      0.45224
92610        4  113191782  113212059     49       3  150064     -0.39774      0.65459
80216        4  113213480  113368774    455      65  150064     -0.93869      0.82605
63973        4  113429672  113442328     32      11  150064      -1.4974      0.93286
55345        4  113455489  113563151    249      29  150064      0.11424      0.45452
51574        4  113553120  113583748     67      17  150064      0.45418      0.32485
287          4  113734239  114309896   1691     138  150064       3.1834    0.0007279
817          4  114367188  114688669    793      56  150064      0.87002      0.19215
79642        4  114816432  114906281    266      25  150064     -0.75071      0.77359
7368         4  115514611  115603202    183      25  150064        2.173     0.014889
64579        4  115743931  116040032    779      40  150064      0.90341      0.18315
133022       4  117999710  118011736     31       8  150064       2.8547    0.0021537
9348         4  118950500  119184789    730      28  150064        2.908    0.0018187
8492         4  119196193  119279053    209      30  150064       2.1115     0.017365
57721        4  119601525  119638374     86      12  150064       1.5295     0.063069
9871         4  119638978  119764838    446      24  150064       1.1483      0.12542
171024       4  119804996  119987402    600      56  150064      0.80186      0.21132
51778        4  120051939  120113944    202      22  150064       1.5108     0.065418
54532        4  120128775  120221673    265      18  150064      0.60902      0.27126
401152       4  120212574  120230600     47      10  150064      -0.4203      0.66287
2169         4  120233405  120248316    104       9  150064    -0.031275      0.51248
8654         4  120410550  120554981    405      16  150064     -0.41428      0.66067
4085         4  120975577  120993013     50       9  150064        0.836      0.20158
11107        4  121608070  121849013    947      40  150064       2.1351     0.016377
79625        4  121951782  121998673    132      21  150064     -0.48346      0.68561
79931        4  122047563  122153624    304      20  150064      0.26735       0.3946
84109        4  122244797  122307181    353      28  150064       1.0869      0.13855
308          4  122584152  122623147    166      21  150064      -1.0686      0.85737
132332       4  122675085  122691516     67      10  150064      0.51449      0.30346
5393         4  122717445  122743176     59      10  150064       1.5434     0.061369
890          4  122732599  122750153     39       8  150064       1.4097     0.079307
55212        4  122740484  122796652    104      16  150064        1.401     0.080613
7222         4  122795183  122877909    148      22  150064       1.1182      0.13175
84162        4  123068488  123288914    332      25  150064       1.4758     0.069993
132612       4  123295121  123355957    113      17  150064       1.2118       0.1128
3558         4  123367625  123382650     25       6  150064      0.42882      0.33403
59067        4  123528783  123547212     36       8  150064      0.91942      0.17894
166379       4  123648857  123671098     55       6  150064        1.435     0.075637
2247         4  123742568  123824390    304      31  150064       1.1337      0.12847
11162        4  123808799  123849159    145      20  150064       2.2167     0.013321
166378       4  123839225  124245605   1303      26  150064       1.6878      0.04572
10252        4  124312946  124329915     42      10  150064      0.16048      0.43625
57182        4  125580203  125638887    110      18  150064      0.11796      0.45305
79633        4  126232003  126419087    519      38  150064      0.50188      0.30788
27152        4  128549087  128642934    172      20  150064     -0.49023      0.68802
83447        4  128646555  128700447     72      10  150064     -0.12014      0.54781
22824        4  128698453  128760228     70      13  150064     -0.14208      0.55649
10733        4  128797016  128825379     35       6  150064     -0.21554      0.58533
256471       4  128833960  128892185     84      10  150064     -0.36901      0.64394
80167        4  128881411  128962478    114      10  150064     -0.11049      0.54399
55132        4  128977421  129149086    376      14  150064      0.97665      0.16437
10424        4  129185392  129214984     62      13  150064       1.9372     0.026361
79960        4  129725779  129801379     95      17  150064      0.89978      0.18412
132320       4  129800148  130019764    487      31  150064      0.63895      0.26143
132321       4  130009829  130039487     97      13  150064       1.1793      0.11914
57575        4  134065470  134117732     91      19  150064     -0.25733      0.60154
132430       4  135112488  135127903     37       6  150064      0.42683      0.33475
54510        4  138435072  138458629     49      12  150064    0.0063174      0.49748
23657        4  139080248  139168572    246      31  150064      0.51542      0.30313
25819        4  139931913  139972093     71      18  150064       3.1939   0.00070181
1998         4  139973871  140103372    233      28  150064       2.1975     0.013992
84709        4  140182317  140206492     59      10  150064       0.6678      0.25213
4717         4  140206071  140228705     49       7  150064     -0.20894      0.58275
80155        4  140217621  140316935    223      20  150064     0.030405      0.48787
83452        4  140369961  140402070     86      10  150064      0.29614      0.38356
80854        4  140422192  140482577    133      25  150064       2.0116      0.02213
4258         4  140581922  140666899    278      39  150064      0.61491      0.26931
55534        4  140632545  141080233   1118     115  150064       1.3112       0.0949
60592        4  141173440  141308710    319      32  150064     -0.42679      0.66524
1047         4  141304607  141353815    128      12  150064     -0.78313      0.78323
152586       4  141359529  141424531    197      18  150064     -0.63082      0.73592
255520       4  141440312  141479924     64       9  150064       1.2037      0.11436
7350         4  141476014  141494989     59      10  150064       2.1275     0.016689
23158        4  141536936  141682471    364      36  150064      0.36332      0.35818
57484        4  141781708  142059630    980      75  150064       1.7927      0.03651
27309        4  142137049  142160851     40       6  150064       1.2335      0.10869
3600         4  142552749  142660140    205      23  150064     -0.57097      0.71599
8821         4  142944181  143772604   2328      89  150064       2.0442     0.020469
84640        4  144101070  144148141     94       7  150064      0.36803      0.35643
2549         4  144252680  144400718    287      30  150064       1.7171     0.042976
8467         4  144429616  144483642    100       9  150064        2.461    0.0069278
166752       4  144493560  144626828    280      19  150064       2.0848     0.018544
2996         4  144787019  144831716    108       8  150064       1.1733      0.12034
2994         4  144912257  144945498    105       9  150064       1.1215      0.13104
2993         4  145025456  145066904    189      15  150064     -0.47079      0.68111
64399        4  145562148  145667542    196      17  150064      0.87046      0.19202
10393        4  145910727  146024693    117      21  150064      0.67806      0.24887
6059         4  146014156  146055676     33      12  150064      0.38308      0.35083
54726        4  146049802  146106768     53      16  150064      0.54397      0.29323
101927681    4  146397012  146408871     18       8  150064      0.88747      0.18741
4086         4  146397951  146485328    138      17  150064      0.55473      0.28954
166785       4  146535540  146586187    115      19  150064      -0.7385      0.76989
646603       4  146596356  146658949    226      29  150064     -0.58458      0.72058
152485       4  146676874  146864607    369      43  150064       0.1594      0.43668
11157        4  147091835  147116213     79       7  150064       0.2624      0.39651
84068        4  147170137  147448123    559      27  150064     -0.66193      0.74599
5458         4  147555045  147568623     30       7  150064      0.34473      0.36515
83894        4  147623179  147872034    608      24  150064       1.4784      0.06965
1909         4  148397069  148471106    138      17  150064      0.75542        0.225
55751        4  148533539  148561674     34       6  150064      -0.6772      0.75086
90826        4  148553936  148610381     53       4  150064     -0.52865      0.70148
79658        4  148648214  148998927    731      52  150064    -0.027767      0.51108
4306         4  148994915  149370850    983      82  150064       3.1977   0.00069263
285423       4  150346097  150741980    746      41  150064       2.9322    0.0016828
166614       4  150994426  151183609    562      39  150064       1.6516     0.049309
987          4  151180811  151941879   1491      44  150064      0.77191      0.22008
10586        4  151498077  151510845     14       6  150064     -0.28865      0.61357
6189         4  152015725  152030804     21       6  150064       1.0892      0.13804
152503       4  152036433  152251797    536      24  150064      0.96524      0.16721
345062       4  152193152  152217719     68       8  150064     -0.19351      0.57672
729830       4  152325398  152596655    577      14  150064     -0.47394      0.68223
5188         4  152586808  152687175    253      15  150064      0.62401      0.26631
55294        4  153237410  153461393    406      10  150064      -1.1251      0.86972
201799       4  153542266  153606317    177      31  150064    -0.052008      0.52074
201798       4  153684837  153705916     50      10  150064     -0.82093      0.79416
27236        4  153696091  153838064    306      18  150064     -0.84605      0.80124
85462        4  153852265  153905848    144      33  150064     -0.41771      0.66192
23321        4  154068650  154265474    552      55  150064     -0.45458      0.67529
84057        4  154260801  154341247    236      23  150064      0.76245       0.2229
23240        4  154382498  154563760    491      61  150064      0.12041      0.45208
7097         4  154600404  154632243     72      17  150064       1.6605      0.04841
285533       4  154626312  154686387    227      16  150064       2.3443    0.0095321
6423         4  154696742  154715228     36       8  150064       3.0727    0.0010606
54798        4  155150527  155417930    790      48  150064     -0.28348       0.6116
5356         4  155451149  155476585     87       9  150064      -1.6153      0.94688
2244         4  155479132  155498915     51       6  150064      -1.2118       0.8872
2243         4  155499280  155516897     25       6  150064     -0.84093      0.79981
2266         4  155520286  155538902     25       6  150064      0.72935      0.23289
9227         4  155660163  155679270     32       6  150064      -1.0219       0.8466
166863       4  155697424  155754965    108      10  150064      -1.2834      0.90033
4887         4  156089924  156143248    228      17  150064      -0.1847      0.57327
79884        4  156258810  156303122    173      15  150064       3.2922   0.00049699
2982         4  156582862  156663214    252      29  150064      0.96795      0.16653
2983         4  156675126  156733783    181      36  150064       2.3683    0.0089346
51802        4  156745881  156792425    141      19  150064      0.98914       0.1613
6999         4  156819845  156846558     99      19  150064       1.3214     0.093184
1519         4  156840270  156880048    167      28  150064        2.096      0.01804
56034        4  157677763  157897546    360      30  150064      0.64782      0.25855
2743         4  157992277  158098251    351      22  150064        1.473     0.070369
2891         4  158136736  158292227    246      28  150064       0.4125      0.33999
51313        4  159040732  159099202    136      10  150064   -0.0023287      0.50093
55314        4  159117749  159181439     98      22  150064    -0.070218      0.52799
59350        4  159437866  159579524    200      16  150064      0.16917      0.43283
201725       4  159582827  159598407      7       3  150064      0.41918      0.33754
2110         4  159588277  159634842     41      13  150064     -0.44287      0.67107
5481         4  159625279  159649552     33       6  150064     0.081513      0.46752
57600        4  159685182  159834202    209      16  150064       2.2652      0.01175
152940       4  159809684  159961333    423      22  150064       1.6335     0.051178
9693         4  160020224  160286314    494      38  150064      0.67769      0.24898
56884        4  162300044  163090186   2834     112  150064       2.2737     0.011492
92345        4  164042860  164093073     95      16  150064     -0.71191      0.76174
4886         4  164240116  164270984     90      18  150064    -0.016357      0.50653
4889         4  164260062  164278540     64      12  150064     -0.14384      0.55719
84076        4  164387245  164400047     26       7  150064     0.027573        0.489
55319        4  164410673  164446691     83       9  150064      -1.1766      0.88032
55016        4  164440450  165310093   3072     126  150064       3.7383   9.2631e-05
23520        4  165113159  165123863     37       7  150064       2.6779    0.0037044
100506013    4  165793156  165823676     77      17  150064       1.3182     0.093725
101059914    4  165845646  165856778     65       7  150064     -0.27127      0.60691
391712       4  165870598  165903818     77      10  150064      0.43903      0.33032
152756       4  165873100  165885273     20       5  150064      0.16173      0.43576
166655       4  165948151  165967896     51       8  150064      0.77435      0.21936
201931       4  165992230  166039024    133      24  150064       1.7291     0.041898
11275        4  166123770  166249308    321      22  150064       2.4777    0.0066109
6307         4  166243818  166269316     96      17  150064      0.70068      0.24175
1363         4  166295097  166424482    561      26  150064       1.7518     0.039904
7092         4  166789390  167031330    631      67  150064     0.024774      0.49012
50859        4  167649535  168160741   1683      69  150064       2.3133     0.010354
11199        4  169008688  169113893    259      20  150064       1.3097     0.095156
55601        4  169132442  169244958    339      22  150064     -0.15707      0.56241
91351        4  169272886  169406665    494      41  150064       0.2744      0.39189
23022        4  169413215  169854608   1437     116  150064      -1.2603      0.89622
84869        4  169810774  169936468    245      15  150064      -1.0175      0.84555
57630        4  170010407  170197249    433      29  150064       2.6639    0.0038621
4750         4  170309421  170538778    543      16  150064       3.3763   0.00036737
1182         4  170536672  170649338    272      19  150064       5.0156   2.6439e-07
54969        4  170645619  170684093     89      18  150064       1.7285     0.041947
9848         4  170902748  170953371    133      21  150064       2.2503     0.012215
51166        4  170976373  171017823    109      19  150064      0.38501      0.35011
442117       4  172729575  173966559   2976     118  150064       1.2312      0.10912
51809        4  174084904  174250118    327      31  150064     -0.11176      0.54449
3148         4  174247527  174260595     30       5  150064      0.20749      0.41781
8819         4  174287093  174303683     18       3  150064      0.31585      0.37606
11341        4  174304299  174325617     35       8  150064     -0.46471      0.67893
9464         4  174442652  174456378     29       9  150064       1.9613     0.024922
26269        4  175152809  175210415    115      20  150064       1.8541     0.031863
80817        4  175199828  175260506    124      23  150064      0.56158       0.2872
3248         4  175406328  175449049    148      28  150064     -0.69238      0.75565
8001         4  175540367  175755465    822      61  150064     0.034353       0.4863
11086        4  175834509  175904331    254      16  150064     0.059441       0.4763
2823         4  176549088  176928842   1169      91  150064       4.9215   4.2946e-07
116966       4  176981985  177108979    443      23  150064       1.1452      0.12607
132851       4  177100725  177121822     63      13  150064      0.01903      0.49241
140458       4  177129824  177203722    277      24  150064      0.81804      0.20667
60559        4  177236090  177258396     97      14  150064      0.49476      0.31039
7424         4  177599689  177718899    318      17  150064     -0.30827      0.62106
55247        4  178225991  178289092    197      37  150064     -0.23102      0.59135
175          4  178346928  178368657     65      17  150064        1.479     0.069564
285500       4  178358692  178602453    643      45  150064      0.88195       0.1889
55714        4  183060112  183729177   2497     236  150064       3.5957   0.00016176
1635         4  183806244  183843630    190      24  150064     -0.23658      0.59351
80014        4  184015463  184246930    434      46  150064       1.2523      0.10523
53842        4  184234220  184246927     23       9  150064     -0.97819      0.83601
100132463    4  184237917  184248579     15       6  150064     -0.92127      0.82155
55602        4  184360788  184374348     52       5  150064      -1.0283       0.8481
3622         4  184421220  184438422     41      12  150064     -0.29136      0.61461
201965       4  184555789  184585331    124      24  150064      -1.0523      0.85367
60684        4  184575420  184639747    227      24  150064      0.17215      0.43166
56977        4  184821509  184949679    393      60  150064      0.30095      0.38173
133121       4  185004859  185144114    516      47  150064       1.7464      0.04037
3660         4  185303867  185400734    335      68  150064       2.5795    0.0049475
836          4  185543850  185575629     82      12  150064      0.86598      0.19325
201973       4  185565767  185621112    200       9  150064       1.3013      0.09658
79682        4  185610219  185660286    300       6  150064       1.3903     0.082224
2180         4  185671749  185752215    276      26  150064     -0.23756      0.59389
391723       4  185935001  185946958     44      13  150064       1.4287     0.076541
291          4  186059417  186076538     44       9  150064     -0.11915      0.54742
57587        4  186075815  186130182    185      12  150064     -0.93875      0.82607
83891        4  186125773  186290120    467      31  150064       1.8385     0.032998
55805        4  186280032  186323297    123      19  150064     -0.26594      0.60486
353322       4  186312840  186326529     39       8  150064      -0.5993      0.72551
55325        4  186315691  186352139    103      15  150064     -0.57702      0.71804
441054       4  186342220  186375982    108      16  150064      -1.1657      0.87814
256309       4  186361336  186397913    137      28  150064      -1.8544      0.96816
27295        4  186416814  186461712    104      12  150064       1.4052     0.079987
8470         4  186501598  186882870   1678     150  150064      -0.7882      0.78471
7098         4  186985309  187011252     76      16  150064       2.3368    0.0097259
25854        4  187021054  187098817    287      32  150064       1.4243     0.077181
285440       4  187107565  187139617    142      20  150064      -0.7759       0.7811
3818         4  187143502  187184625    163      17  150064      0.40283      0.34354
2160         4  187182099  187215835    112      21  150064      0.30638      0.37966
4543         4  187449809  187481537    116      22  150064      0.19806       0.4215
2195         4  187503937  187652876    476      67  150064       1.7143     0.043234
132625       4  188911925  188931199     77      18  150064     -0.98788      0.83839
205860       4  189007427  189035416    197      29  150064       1.2122      0.11272
339976       4  189055598  189073649    144      23  150064      0.27027      0.39348
2483         4  190856974  190889360     59       1  150064      0.23013        0.409
153478       5     135373     195087    211      16  150064       0.1487       0.4409
389257       5     186626     200468     71      13  150064      0.27898      0.39013
133957       5     199875     223333     90       8  150064     0.069319      0.47237
6389         5     213338     261815    312       5  150064      0.46108      0.32237
10016        5     266736     320089    207      13  150064      0.21249      0.41586
57491        5     299291     443406    520      36  150064     0.034508      0.48624
11336        5     438305     472414    157      17  150064      -0.3555      0.63889
6550         5     468298     529549    325      38  150064     -0.73779      0.76968
55722        5     607405     660807    178      17  150064       -1.605      0.94575
11076        5     654977     698510    173      21  150064     -0.75365      0.77447
653082       5     705470     789857     35       4  150064     -0.29005      0.61411
79844        5     790720     864088    180      12  150064       0.8453      0.19897
65980        5     858850     897939     87       6  150064     -0.84666      0.80141
9319         5     887764     923164     94       5  150064     -0.84854      0.80193
85409        5    1003941    1043927    152      21  150064      -1.0474      0.85254
10723        5    1045489    1117172    264      34  150064         1.77     0.038365
101928793    5    1076871    1088698     38       8  150064       1.2186      0.11149
340024       5    1196710    1230232    178      35  150064       1.3791     0.083932
348932       5    1220470    1251304    150      25  150064     -0.74701      0.77247
7015         5    1248282    1300178    130      38  150064      0.64576      0.25922
81037        5    1312869    1350180    116      16  150064     -0.46852      0.68029
6531         5    1387905    1450543    211      34  150064     0.052389      0.47911
79888        5    1456542    1530644    277      40  150064      0.38462      0.35026
64979        5    1793499    1804956     63       9  150064      -1.0671      0.85703
4726         5    1796496    1821165    111      11  150064      -1.0824      0.86046
50805        5    1872541    1892293     97      20  150064     -0.40532      0.65738
153572       5    2741279    2756769     28       8  150064       1.5539       0.0601
153571       5    2747058    2760511     35       9  150064      0.73906      0.22994
79192        5    3591168    3606517     50      10  150064       3.7628   8.4024e-05
170690       5    5135443    5325412    857      95  150064      0.54762      0.29198
23379        5    5417786    5495347    154      18  150064       4.6963   1.3244e-06
84246        5    6367039    6383639     51       8  150064      -0.2311      0.59138
134111       5    6432460    6501834    224      46  150064      0.33952      0.36711
54888        5    6594352    6638473    213      22  150064       2.2649      0.01176
6715         5    6628500    6674675    198      25  150064       1.7546     0.039664
11044        5    6709076    6762161    227      25  150064       2.6815     0.003665
108          5    7391343    7835194   1207      95  150064        1.589     0.056025
134121       5    7825491    7856603    111      17  150064       1.6383     0.050675
4552         5    7846299    7906237    267      28  150064      0.44968      0.32647
79072        5    7854272    7874150     65      15  150064     -0.21998      0.58706
9037         5    9030138    9551233   1724     156  150064     -0.39565      0.65382
50834        5    9624109    9635463     28      10  150064      -1.0909      0.86234
134145       5   10220619   10255145    174      26  150064       -1.646      0.95012
22948        5   10245041   10271501    135       8  150064      -1.3906      0.91783
134147       5   10272707   10313168    153      20  150064      -1.1522      0.87537
10299        5   10348751   10445500     93       7  150064       -1.255      0.89526
83853        5   10436974   10470138     78       7  150064     -0.49094      0.68827
651746       5   10559435   10662928    331      32  150064       2.1846     0.014459
1611         5   10674342   10766387    319      17  150064     -0.29917      0.61759
1501         5   10966952   11909155   2729     200  150064       1.9551     0.025287
1767         5   13685437   14016841   1223      75  150064      0.27543      0.39149
7204         5   14138817   14515313    905      49  150064      0.37576      0.35355
54491        5   14576891   14621289     63      12  150064      0.94545      0.17222
90268        5   14659783   14704842     76      12  150064       1.2276       0.1098
56172        5   14699909   14876887    453      47  150064       1.2271       0.1099
23194        5   15495305   15944905   1032      50  150064      0.44785      0.32713
441061       5   16062474   16184897    206      30  150064      -1.6505      0.95058
90441        5   16446628   16470894     48       9  150064      0.32994      0.37072
54463        5   16467922   16622167    455      47  150064      0.81929      0.20631
4651         5   16657016   16941385   1013     114  150064       1.7914     0.036616
10409        5   17211932   17281954    140      32  150064        1.786      0.03705
1016         5   19468140   20580972   2942     107  150064       1.4148     0.078562
100506217    5   21476416   21490033      8       5  150064     -0.18283      0.57253
1010         5   21745870   22858731   2863     109  150064  -0.00051071       0.5002
56979        5   23502724   23533706     54      12  150064     -0.38397       0.6495
1008         5   24482209   24650085    588      30  150064       2.7329    0.0031389
1007         5   26875709   27043689    500      38  150064      -0.9591      0.83125
1004         5   31188762   31334253    324      41  150064      0.98741      0.16172
29102        5   31395601   31537282    376      30  150064     -0.17829      0.57075
55322        5   31527373   31560165    104      21  150064      0.24013      0.40512
23037        5   31634345   32116038   1908     217  150064        0.303      0.38095
64083        5   32119817   32179425    151      18  150064     -0.53553      0.70386
54545        5   32222111   32318114    255      15  150064      0.74253      0.22888
51663        5   32349456   32449844    278      21  150064      0.56796      0.28503
10923        5   32580605   32609185     58      10  150064       1.3807     0.083688
4883         5   32705284   32796830    261      25  150064      0.18373      0.42711
6897         5   33435802   33473196    115      17  150064     -0.15576      0.56189
81792        5   33518640   33897319   1226      82  150064      -1.3926      0.91812
51289        5   33931491   33944023     32       8  150064     -0.52218      0.69923
51151        5   33939721   33989780     98      19  150064      0.65852       0.2551
23600        5   33982091   34013220     72      10  150064     -0.30668      0.62046
114899       5   34012963   34048371    107      10  150064     -0.48549      0.68633
26064        5   34651342   34837717    661      75  150064     -0.11207      0.54462
153657       5   34834269   34904567    205      35  150064        1.318     0.093758
5810         5   34900365   34920780     38       9  150064      0.17587       0.4302
55299        5   34910820   34930787     46      11  150064      0.10744      0.45722
134218       5   34924698   34964069     86      16  150064       0.8883      0.18719
64902        5   34993206   35053293    218      27  150064      0.36774      0.35653
5618         5   35043861   35235823    639      43  150064      0.69291      0.24418
79925        5   35612900   35819713    640      35  150064     0.069689      0.47222
3575         5   35851977   35884705    107      11  150064     -0.27723       0.6092
133690       5   35899397   35943881    153      19  150064     -0.20749      0.58219
133688       5   35948191   36071639    346      36  150064     -0.88175      0.81105
167127       5   36030119   36072023    141      21  150064     -0.36788      0.64352
92255        5   36098414   36157015     79      15  150064      0.57013      0.28429
6502         5   36147091   36189143    128      19  150064       1.1919      0.11666
133686       5   36187694   36247258    134      15  150064      0.84402      0.19933
202151       5   36242950   36307011    175      20  150064       1.4754     0.070047
6507         5   36601457   36693436    263      50  150064     -0.15235      0.56054
25836        5   36871861   37070926    260      24  150064     -0.40907      0.65875
65250        5   37074423   37254530    224      21  150064     -0.63698      0.73793
9631         5   37286735   37376228    143      14  150064     0.072847      0.47096
55100        5   37374391   37757774    868      26  150064       0.5314      0.29757
2668         5   37807779   37844782    113      22  150064       2.4119    0.0079346
100861519    5   37835540   37880901    188      25  150064      0.54544      0.29273
133584       5   38253511   38470582    630      52  150064      0.31309       0.3771
3977         5   38470065   38600507    179      20  150064      -1.4605      0.92792
9180         5   38840960   38940743    314      36  150064       1.4689     0.070936
253260       5   38933022   39079505    305      14  150064       2.1171     0.017128
2533         5   39100354   39275759    524      36  150064      0.23161      0.40842
735          5   39279377   39369655    262      28  150064       2.2922     0.010947
1601         5   39366776   39430335    226      25  150064       1.4802     0.069415
5734         5   40675032   40701962     59       9  150064      0.76821      0.22118
23548        5   40706678   40761072    109      14  150064      0.13432      0.44658
5562         5   40754481   40803297     93      16  150064      0.03014      0.48798
6167         5   40826430   40840387     38      11  150064     -0.42353      0.66405
84674        5   40836410   40860456     46      11  150064     -0.32794      0.62852
730          5   40904599   40988041    331      29  150064      0.58609      0.27891
133558       5   40993122   41076444    377      32  150064      -0.7058      0.75984
729          5   41137248   41266588    424      36  150064     -0.55513       0.7106
345557       5   41302048   41515730    523      35  150064       1.5064     0.065988
5019         5   41725167   41875791    208      17  150064     -0.45151      0.67419
285636       5   41899423   41926738     41       8  150064      -1.0394      0.85069
26272        5   41920352   41946672     40       7  150064     -0.59666      0.72463
2690         5   42418577   42726980    704      41  150064      -0.1177      0.54685
100129792    5   42751920   42807539    167      17  150064     -0.25008      0.59874
6414         5   42794982   42817024     55       9  150064      -0.3951      0.65362
389289       5   43034182   43045447     18       6  150064     -0.84093      0.79981
7690         5   43115985   43181351    271      16  150064       1.3218     0.093121
167359       5   43187170   43285952    246      42  150064      0.22964      0.40918
3157         5   43282572   43318614     81       6  150064      0.75188      0.22606
56477        5   43371747   43417488    109      14  150064       1.6635     0.048105
64417        5   43439354   43489171    144      14  150064      0.59985       0.2743
375444       5   43481803   43520273     92      13  150064      0.69158       0.2446
10605        5   43521369   43562521    106      12  150064      0.74303      0.22873
23530        5   43597791   43710668    285      12  150064       1.4622     0.071847
2255         5   44300004   44394808    182      13  150064      0.35964      0.35956
10884        5   44804027   44820616     24       3  150064       4.1934   1.3738e-05
348980       5   45250052   45701220    465      27  150064       5.8743    2.123e-09
133418       5   49687026   49742234     90       7  150064       4.5414   2.7945e-06
79668        5   49956733   50147356    318      18  150064       1.6222     0.052378
3670         5   50673958   50695564     35       8  150064      0.52112      0.30114
53918        5   52078774   52103451     63      11  150064     -0.94069      0.82657
3672         5   52079136   52254485    591      65  150064     -0.86917      0.80762
3673         5   52280156   52395609    447      34  150064       1.3549     0.087729
4338         5   52386509   52410602     85      11  150064      0.71154      0.23838
10468        5   52771183   52787964     53      16  150064     -0.41723      0.66175
4724         5   52851464   52984171    417      25  150064       1.2878     0.098902
54622        5   53175578   53611403   1414      99  150064       1.5555     0.059911
8988         5   53746431   53757214     52       7  150064     -0.21882      0.58661
112574       5   53808589   53847416    166      23  150064     -0.49075       0.6882
11082        5   54268695   54286414     40       8  150064       0.8418      0.19995
3003         5   54315107   54334960     44      12  150064       1.9745     0.024164
3001         5   54393474   54411080     28       5  150064      0.16281      0.43534
166979       5   54403799   54474005    153      15  150064     -0.38378      0.64943
493869       5   54450984   54468129     39       5  150064      0.11862      0.45279
345643       5   54510425   54528143     51       6  150064     -0.47885      0.68398
10309        5   54521980   54534508     34       5  150064     -0.71775      0.76354
54505        5   54547073   54608521     97      12  150064     -0.33803      0.63233
23517        5   54598576   54726409    277       9  150064     -0.52976      0.70186
8611         5   54715670   54835906    287      11  150064     -0.48097      0.68473
153129       5   54916673   55013163    524       9  150064      -1.6508      0.95061
54514        5   55028845   55117975    258      23  150064     -0.45191      0.67433
133396       5   55142207   55223682    238      37  150064       2.4277    0.0075973
3572         5   55225923   55295821    129      18  150064      -1.6728      0.95282
79722        5   55390507   55534186    472      58  150064     0.026097      0.48959
101928448    5   55804692   55835983    147      33  150064     -0.92801       0.8233
4214         5   56105900   56196979    229      20  150064     -0.57652      0.71787
133383       5   56200087   56226359     72       9  150064      -1.5215      0.93593
166968       5   56210429   56252957    128      14  150064      -1.1235      0.86939
65056        5   56464676   56565506    196      27  150064      0.92269      0.17808
345651       5   56770843   56783636     36      10  150064     -0.34206      0.63385
10769        5   57744809   57760966     66      10  150064       1.1341      0.12838
202309       5   57782262   57797185     54       8  150064       2.0384     0.020757
115827       5   57872950   58160221    915      63  150064      0.46525      0.32088
5144         5   58259865   59788925   3894     161  150064       3.7475   8.9302e-05
55789        5   59887739   60000993    235      24  150064       3.3095   0.00046728
79993        5   60042616   60145101    257      21  150064       4.6904   1.3637e-06
1161         5   60164659   60245905    206      21  150064       3.5674   0.00018027
91942        5   60235956   60453864    500      21  150064       3.5027   0.00023027
643155       5   60448536   60463302     24       6  150064       3.6579   0.00012714
57688        5   60623100   60846999    362      27  150064       6.6449   1.5173e-11
285668       5   60928636   61007362    227      28  150064     0.057063      0.47725
3796         5   61596989   61688011    214      18  150064        2.307     0.010527
27292        5   61679351   61704728     58       8  150064       1.7135     0.043306
51194        5   61694522   61929416    427      23  150064       1.6769     0.046777
100130733    5   61869562   61882275     16       6  150064       1.5164     0.064711
3350         5   63250875   63263119     21       5  150064       1.4242       0.0772
285671       5   63456671   63673704    331      20  150064       3.9868   3.3482e-05
401190       5   63796774   63914285    251      37  150064       1.6566     0.048804
100132916    5   63981135   64019017     80      11  150064      -1.8278      0.96621
285672       5   64008975   64069496    111      14  150064      -1.8493       0.9678
10283        5   64059755   64319590    560      22  150064        1.443     0.074509
11174        5   64439563   64782704    851      42  150064       2.6508     0.004015
64105        5   64808593   64863995    179      13  150064       2.1697     0.015014
23398        5   64854063   64888376     99       9  150064       1.8766     0.030289
373          5   64880507   64925187    135      13  150064        1.758     0.039378
80006        5   64915558   64966954    165      12  150064       1.3396     0.090192
54557        5   64956755   65023648    120      18  150064      0.94367      0.17267
57486        5   65013023   65130111    358      35  150064      0.59104      0.27725
55914        5   65217382   65381851    197      21  150064     -0.54457      0.70698
140890       5   65435046   65484444     77       9  150064     -0.33168      0.62993
375449       5   65887176   66470426   1526      98  150064      0.48103      0.31525
4064         5   66472205   66497617     78      13  150064    0.0040549      0.49838
5295         5   67506584   67602649    268      41  150064        1.712     0.043444
64924        5   68384776   68431899    106      11  150064      0.49025      0.31198
891          5   68457837   68479072     66       7  150064     -0.70199      0.75866
64946        5   68480375   68511184     64       7  150064     -0.74137      0.77076
92259        5   68508573   68530985     57       6  150064     -0.77948      0.78215
1022         5   68525622   68578257    134      12  150064      -1.0926      0.86272
202243       5   68571519   68633623    147      12  150064     -0.44092      0.67037
6880         5   68642551   68670840     33       6  150064     -0.44096      0.67038
5884         5   68660124   68715628     80       7  150064     -0.71246      0.76191
153562       5   68705939   68743701     63       5  150064     -0.69974      0.75795
100506658    5   68783119   68858931     54       9  150064     -0.49909      0.69114
728340       5   68851001   68893730      3       1  150064     0.010344      0.49587
728492       5   69316078   69343935      1       1  150064     -0.99364       0.8398
6607         5   69340350   69378422      2       1  150064     -0.49797      0.69075
4671         5   70259310   70325941      7       3  150064      -1.2696      0.89789
2966         5   70325951   70368516      1       1  150064      0.12591       0.4499
